chr1	9932550	9932625
chr1	16633481	16633576
chr1	87986705	87986799
chr1	88252835	88252903
chr1	159104362	159104422
chr1	170088125	170088188
chr1	184784047	184784103
chr2	13500038	13500092
chr2	29758953	29759023
chr2	69811619	69811669
chr2	91000487	91000541
chr2	110703035	110703098
chr2	120146447	120146528
chr2	128929440	128929494
chr2	132124218	132124301
chr2	143765715	143765766
chr2	160530691	160530742
chr3	55272218	55272274
chr3	55756929	55756997
chr3	85944541	85944609
chr3	153575090	153575168
chr4	98041605	98041688
chr4	151747642	151747736
chr5	92587473	92587542
chr5	130296549	130296608
chr5	144670561	144670630
chr6	21921084	21921172
chr7	52382237	52382314
chr7	52382752	52382832
chr7	134085832	134085899
chr8	13580033	13580095
chr8	125626932	125627005
chr9	15310081	15310133
chr9	75032180	75032235
chr9	79978654	79978714
chrX	54644627	54644698
chr10	86279688	86279772
chr10	122444028	122444094
chr11	95247059	95247123
chr11	95611408	95611495
chr12	13246330	13246411
chr12	56289074	56289133
chr14	24362255	24362338
chr14	79876851	79876938
chr15	5068408	5068478
chr16	92079080	92079147
chr16	92084359	92084424
chr17	10403617	10403690
chr17	69633312	69633380
chr17	80434783	80434852
chr17	88395620	88395686
chr18	25837198	25837259
