chr1	3333778	3333799
chr1	3349197	3349220
chr1	3358638	3358659
chr1	3366527	3366560
chr1	3423230	3423252
chr1	3553504	3553525
chr1	5002346	5002381
chr1	5083835	5083857
chr1	5142867	5142891
chr1	7111371	7111392
chr1	8366905	8366935
chr1	8441841	8441872
chr1	8524553	8524575
chr1	8919649	8919672
chr1	8929000	8929021
chr1	9128852	9128873
chr1	9247491	9247528
chr1	9613280	9613303
chr1	9689596	9689628
chr1	9802328	9802364
chr1	10080471	10080492
chr1	10398345	10398376
chr1	10489023	10489045
chr1	10516428	10516449
chr1	10538762	10538784
chr1	10551145	10551168
chr1	11052492	11052513
chr1	11068770	11068793
chr1	11138557	11138578
chr1	11189832	11189853
chr1	11414937	11414959
chr1	11562607	11562628
chr1	11761078	11761099
chr1	12746962	12746983
chr1	13174700	13174721
chr1	13195466	13195488
chr1	13230033	13230054
chr1	13241071	13241093
chr1	13305925	13305946
chr1	13326240	13326261
chr1	13633806	13633827
chr1	14284227	14284249
chr1	15356065	15356086
chr1	15390077	15390098
chr1	15632576	15632599
chr1	15646580	15646602
chr1	15799192	15799213
chr1	16236272	16236293
chr1	16268613	16268635
chr1	16306364	16306398
chr1	16311673	16311694
chr1	16405536	16405557
chr1	16421395	16421416
chr1	16427772	16427804
chr1	16594006	16594027
chr1	16686117	16686138
chr1	17014846	17014867
chr1	17146093	17146116
chr1	19095297	19095319
chr1	20148786	20148808
chr1	20188038	20188059
chr1	20366030	20366051
chr1	20380890	20380912
chr1	20399878	20399914
chr1	20458576	20458612
chr1	20954823	20954846
chr1	21279620	21279641
chr1	21411842	21411875
chr1	21478540	21478561
chr1	21581274	21581296
chr1	21633980	21634011
chr1	21684306	21684327
chr1	21692154	21692176
chr1	21720265	21720286
chr1	21732293	21732319
chr1	21772244	21772265
chr1	21813888	21813914
chr1	21845032	21845053
chr1	22306865	22306886
chr1	22378822	22378843
chr1	22387958	22387979
chr1	22561408	22561444
chr1	22576308	22576342
chr1	22748429	22748450
chr1	22771271	22771295
chr1	22787736	22787758
chr1	22808685	22808712
chr1	23891399	23891420
chr1	24277895	24277917
chr1	24328748	24328770
chr1	24379117	24379147
chr1	24548475	24548500
chr1	24593467	24593489
chr1	24788545	24788567
chr1	24790316	24790337
chr1	24796952	24796973
chr1	25310558	25310589
chr1	25373735	25373756
chr1	25519236	25519257
chr1	25624894	25624915
chr1	25671197	25671232
chr1	25748601	25748628
chr1	25885555	25885576
chr1	31005409	31005441
chr1	31237746	31237767
chr1	31260761	31260795
chr1	32231782	32231813
chr1	32400773	32400807
chr1	32645467	32645497
chr1	32650994	32651030
chr1	33641793	33641814
chr1	33651693	33651714
chr1	33669061	33669082
chr1	33785664	33785697
chr1	34097115	34097137
chr1	34098124	34098146
chr1	34134199	34134232
chr1	34264540	34264571
chr1	34274339	34274371
chr1	36241354	36241375
chr1	36267904	36267937
chr1	36278623	36278647
chr1	36906240	36906262
chr1	36986772	36986794
chr1	36991501	36991523
chr1	37313176	37313197
chr1	37361243	37361267
chr1	37374756	37374777
chr1	37502194	37502215
chr1	37689513	37689536
chr1	37718552	37718582
chr1	37724975	37724998
chr1	37765078	37765100
chr1	37821068	37821090
chr1	37862085	37862119
chr1	37916153	37916174
chr1	37947426	37947447
chr1	38065840	38065861
chr1	38133048	38133073
chr1	38158484	38158517
chr1	38382975	38383006
chr1	38535478	38535514
chr1	39338838	39338859
chr1	39344039	39344060
chr1	39624542	39624563
chr1	39729515	39729536
chr1	39745209	39745231
chr1	39966207	39966228
chr1	40033063	40033084
chr1	40308066	40308087
chr1	40401834	40401856
chr1	40543816	40543841
chr1	40890426	40890447
chr1	40897532	40897555
chr1	42909968	42909992
chr1	43154145	43154166
chr1	43589246	43589268
chr1	43813237	43813258
chr1	43868565	43868587
chr1	44617642	44617664
chr1	44749057	44749078
chr1	44796774	44796796
chr1	45379441	45379462
chr1	45466900	45466921
chr1	46219890	46219912
chr1	46304625	46304646
chr1	51030158	51030194
chr1	51072600	51072625
chr1	51232671	51232692
chr1	51813755	51813776
chr1	52697064	52697086
chr1	53254764	53254785
chr1	53349912	53349933
chr1	53823192	53823225
chr1	53901913	53901934
chr1	53909954	53909975
chr1	54070692	54070713
chr1	54159754	54159776
chr1	54186028	54186049
chr1	54459259	54459280
chr1	54719285	54719306
chr1	54912765	54912786
chr1	54915982	54916004
chr1	55071705	55071736
chr1	55110286	55110309
chr1	55489053	55489076
chr1	55644350	55644371
chr1	56889148	56889169
chr1	56920038	56920060
chr1	56978544	56978565
chr1	57857259	57857281
chr1	57875743	57875764
chr1	57913056	57913077
chr1	58059543	58059571
chr1	58121476	58121500
chr1	58207672	58207695
chr1	58208686	58208707
chr1	58229933	58229954
chr1	58403491	58403512
chr1	58716147	58716168
chr1	58744711	58744744
chr1	58780391	58780413
chr1	59038037	59038058
chr1	59170261	59170282
chr1	59264079	59264106
chr1	59288962	59288983
chr1	59364876	59364899
chr1	59392759	59392792
chr1	59575118	59575149
chr1	59648966	59648987
chr1	59839303	59839324
chr1	59875655	59875676
chr1	60010406	60010427
chr1	60176391	60176412
chr1	60436001	60436022
chr1	61747506	61747528
chr1	61792982	61793010
chr1	61857045	61857066
chr1	61995070	61995091
chr1	62194024	62194046
chr1	62223735	62223756
chr1	62246954	62246975
chr1	62406794	62406815
