chr1	51951155	51951210
chr1	68363036	68363091
chr1	88248585	88248661
chr1	162967748	162967806
chr2	5300105	5300164
chr2	5300180	5300273
chr2	5300291	5300369
chr2	22445335	22445407
chr2	130103432	130103500
chr2	130103751	130103825
chr3	37380484	37380545
chr3	120952746	120952804
chr3	120952810	120952879
chr4	82058993	82059047
chr4	116828379	116828494
chr5	108333572	108333665
chr5	147072757	147072842
chr6	144017333	144017400
chr9	56071670	56071762
chr9	68867040	68867104
chr9	105721796	105721874
chrX	154380422	154380483
chr10	84935679	84935757
chr11	87236472	87236533
chr12	30281387	30281446
chr12	79451927	79452027
chr12	110874223	110874289
chr12	110888878	110888948
chr13	17876345	17876436
chr13	97960503	97960586
chr13	113368407	113368516
chr15	79908929	79909018
chr16	23109027	23109093
chr16	32919864	32919942
chr16	57391576	57391632
chr18	75161108	75161173
chr19	22926515	22926567
chr19	28518320	28518375
