chr1	3396571	3396634	-	1.0
chr1	3400114	3400180	-	1.0
chr1	5984207	5984295	-	1.0
chr1	8339010	8339086	-	2.0
chr1	8606153	8606243	-	1.0
chr1	8759629	8759680	-	1.0
chr1	8923226	8923292	-	1.0
chr1	8972810	8972898	-	1.0
chr1	9932550	9932625	-	1.0
chr1	13299987	13300073	-	1.0
chr1	13321210	13321303	-	1.0
chr1	13353164	13353254	-	1.0
chr1	15752322	15752377	-	1.0
chr1	16582188	16582252	-	1.0
chr1	16633481	16633576	-	1.0
chr1	17061578	17061631	-	1.0
chr1	21207768	21207821	-	1.0
chr1	21395877	21395957	-	1.0
chr1	21669929	21670000	-	1.0
chr1	21716284	21716345	-	1.0
chr1	21725132	21725183	-	1.0
chr1	21891996	21892047	-	1.0
chr1	21906786	21906842	-	1.0
chr1	21908536	21908587	-	1.0
chr1	22313347	22313412	-	1.0
chr1	22327230	22327299	-	1.0
chr1	22493719	22493783	-	1.0
chr1	22500243	22500309	-	1.0
chr1	22559919	22559978	-	1.0
chr1	22673177	22673234	-	1.0
chr1	22713025	22713095	-	1.0
chr1	22737304	22737393	-	1.0
chr1	22746694	22746747	-	1.0
chr1	22749368	22749425	-	1.0
chr1	22754186	22754247	-	1.0
chr1	22787246	22787312	-	1.0
chr1	22787365	22787420	-	1.0
chr1	22789322	22789384	-	1.0
chr1	24619557	24619609	-	1.0
chr1	24619973	24620023	-	1.0
chr1	25193903	25193985	-	1.0
chr1	25305671	25305744	-	1.0
chr1	25395374	25395425	-	1.0
chr1	25401532	25401593	-	2.0
chr1	25467541	25467595	-	1.0
chr1	25664016	25664088	-	1.0
chr1	25677324	25677375	-	1.0
chr1	25693945	25693999	-	1.0
chr1	25759768	25759825	-	1.0
chr1	25760599	25760665	-	1.0
chr1	25819391	25819444	-	1.0
chr1	25837381	25837435	-	1.0
chr1	25853731	25853814	-	1.0
chr1	25880124	25880215	-	1.0
chr1	30903852	30903941	-	1.0
chr1	30923039	30923112	-	1.0
chr1	30929165	30929237	-	1.0
chr1	33639615	33639683	-	1.0
chr1	34889809	34889874	-	1.0
chr1	36221454	36221520	-	1.0
chr1	36382611	36382678	-	1.0
chr1	36913276	36913363	-	1.0
chr1	37767852	37767902	-	1.0
chr1	37899933	37900024	-	1.0
chr1	37919896	37919954	-	1.0
chr1	38420079	38420152	-	1.0
chr1	38566070	38566134	-	1.0
chr1	39529058	39529114	-	1.0
chr1	43109315	43109369	-	1.0
chr1	46132786	46132847	-	3.0
chr1	46132909	46133027	-	17.0
chr1	46882938	46883007	-	1.0
chr1	51951155	51951210	-	1.0
chr1	52620285	52620355	-	1.0
chr1	54032806	54032874	-	1.0
chr1	54147723	54147779	-	1.0
chr1	54152644	54152710	-	1.0
chr1	54246368	54246424	-	1.0
chr1	54920755	54920822	-	1.0
chr1	58984355	58984412	-	1.0
chr1	64124456	64124530	-	1.0
chr1	68363036	68363091	-	1.0
chr1	68696111	68696183	-	1.0
chr1	68759819	68759888	-	1.0
chr1	68967773	68967841	-	1.0
chr1	68997982	68998036	-	1.0
chr1	69003748	69003810	-	1.0
chr1	69056492	69056549	-	1.0
chr1	69119211	69119269	-	1.0
chr1	69150165	69150258	-	1.0
chr1	69724135	69724188	-	1.0
chr1	72234402	72234472	-	1.0
chr1	77406702	77406768	-	1.0
chr1	78454789	78454843	-	1.0
chr1	80317235	80317295	-	1.0
chr1	80616853	80616916	-	1.0
chr1	80693546	80693621	-	1.0
chr1	80707370	80707426	-	1.0
chr1	81906110	81906191	-	1.0
chr1	88247743	88247815	-	1.0
chr1	88248585	88248661	-	2.0
chr1	88252835	88252903	-	4.0
chr1	90592565	90592634	-	1.0
chr1	91297377	91297437	-	1.0
chr1	92755777	92755835	-	1.0
chr1	94019708	94019780	-	1.0
chr1	94033582	94033651	-	1.0
chr1	94055940	94056018	-	1.0
chr1	97856995	97857090	-	1.0
chr1	99557164	99557228	-	1.0
chr1	99809545	99809601	-	1.0
chr1	99849705	99849759	-	1.0
chr1	99933689	99933775	-	1.0
chr1	100001222	100001275	-	2.0
chr1	115786739	115786792	-	1.0
chr1	115800798	115800851	-	5.0
chr1	117546208	117546261	-	1.0
chr1	120854976	120855060	-	1.0
chr1	121490171	121490223	-	1.0
chr1	125404815	125404895	-	1.0
chr1	125493756	125493837	-	1.0
chr1	125505014	125505080	-	1.0
chr1	125517683	125517748	-	1.0
chr1	125915921	125916002	-	1.0
chr1	125995819	125995898	-	1.0
chr1	126048707	126048778	-	1.0
chr1	126186385	126186445	-	1.0
chr1	126340925	126340982	-	1.0
chr1	126426017	126426105	-	1.0
